"year","service_name","department","province","district","category","care_center_name","relational_bond","cases","year.1","service_name.1","department.1","province.1","district.1","category.1","care_center_name.1","age_group","cases.1"
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","EX_PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","18 A 29 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","30 A 59 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","LOS OLIVOS","FEMINICIDIO","COMISARIA LAURA CALLER","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","EX_PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","18 A 29 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","30 A 59 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PACHACAMAC","FEMINICIDIO","MANCHAY","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","EX_PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","18 A 29 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","30 A 59 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","PUENTE PIEDRA","FEMINICIDIO","COMISARIA PUENTE PIEDRA","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","EX_PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","18 A 29 AÑOS",2
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","30 A 59 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE LURIGANCHO","FEMINICIDIO","COMISARIA SANTA ELIZABETH","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","EX_PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","12 A 17 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","18 A 29 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","30 A 59 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LIMA METROPOLITANA","LIMA","SAN JUAN DE MIRAFLORES","FEMINICIDIO","COMISARIA PAMPLONA II","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","EX_PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","18 A 29 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","30 A 59 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CANTA","CANTA","FEMINICIDIO","CANTA","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","EX_PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","18 A 29 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","30 A 59 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","IMPERIAL","FEMINICIDIO","IMPERIAL","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","EX_PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","12 A 17 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","18 A 29 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","30 A 59 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","CAÑETE","SAN ANTONIO","FEMINICIDIO","COMISARIA SAN ANTONIO - CAÑETE","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","EX_PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","18 A 29 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","30 A 59 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUARAL","CHANCAY","FEMINICIDIO","COMISARIA CHANCAY","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","EX_PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","18 A 29 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","30 A 59 AÑOS",2
2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LIMA PROVINCIA","HUAURA","HUACHO","FEMINICIDIO","COMISARIA HUACHO","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","PAREJA",2,2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","EX_PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","18 A 29 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","30 A 59 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LORETO","MAYNAS","IQUITOS","FEMINICIDIO","COMISARIA IQUITOS","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","EX_PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","CONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","18 A 29 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","30 A 59 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA","FEMINICIDIO","CABALLO COCHA","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","PAREJA",2,2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","0 A 5 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","EX_PAREJA",1,2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","12 A 17 AÑOS",2
2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","CONOCIDO",1,2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","18 A 29 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","DESCONOCIDO",0,2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","30 A 59 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","OTROS",0,2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","TAMBOPATA","FEMINICIDIO","MADRE DE DIOS","60 A MAS",0
2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","INAMBARI","FEMINICIDIO","INAMBARI","PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","INAMBARI","FEMINICIDIO","INAMBARI","0 A 5 AÑOS",1
2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","INAMBARI","FEMINICIDIO","INAMBARI","EX_PAREJA",0,2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","INAMBARI","FEMINICIDIO","INAMBARI","6 A 11 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","INAMBARI","FEMINICIDIO","INAMBARI","FAMILIAR",0,2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","INAMBARI","FEMINICIDIO","INAMBARI","12 A 17 AÑOS",0
2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","INAMBARI","FEMINICIDIO","INAMBARI","CONOCIDO",1,2020,"CENTRO EMERGENCIA MUJER","MADRE DE DIOS","TAMBOPATA","INAMBARI","FEMINICIDIO","INAMBARI","18 A 29 AÑOS",0
